sender,receiver,amount,block_id
sweat_welcome.near,2dfab05c9d81972359c18b53df98d8b604a47ffac9fbccf51062de1a31c7cc23,0.05,91221686
sweat_welcome.near,sweat_welcome.near,1.25248430625e-05,91221687
relay.aurora,relay.aurora,0.18865246590154222,91221687
embr.playember_reserve.near,embr.playember_reserve.near,0.0017433259832979218,91221687
sweat_welcome.near,728a3d4c169426fe233b9be301e77bb7a04c96d5d3cdda028f6c3f08f2c05a03,0.05,91221687
7c6398e0f2119be19c21c979d5d1f00686d47abc0d2abb4dfebdeed00cb3377f,7ab66de99b71cf8893ffd64033f865d725cfb20ece7736f0aa933e2131e10f1d,0.04791,91221688
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,0.1884930404488623,91221688
sweat_welcome.near,sweat_welcome.near,0.00035,91221688
app.nearcrowd.near,app.nearcrowd.near,0.06768117853778224,91221689
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,0.00011043022107742419,91221689
alexdem.near,alexdem.near,0.003518347099087615,91221690
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221690
relay.aurora,relay.aurora,0.18866098008972332,91221691
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221691
082a1c2ac21eaef52525eb3fad0ab37269850841640f1b787500d06eb503e957,082a1c2ac21eaef52525eb3fad0ab37269850841640f1b787500d06eb503e957,0.003858915921862738,91221691
app.nearcrowd.near,app.nearcrowd.near,0.06760718639526418,91221692
relay.aurora,relay.aurora,0.18821171174869206,91221692
embr.playember_reserve.near,embr.playember_reserve.near,0.00020088798872424382,91221692
082a1c2ac21eaef52525eb3fad0ab37269850841640f1b787500d06eb503e957,082a1c2ac21eaef52525eb3fad0ab37269850841640f1b787500d06eb503e957,1.9200274886926124e-05,91221693
sweat_welcome.near,66a00a22cec7fd688816978c095b2fc094296f9edcdf21dafc07c1eb98a10e63,0.05,91221693
app.nearcrowd.near,app.nearcrowd.near,0.06755353469529027,91221694
relay.aurora,relay.aurora,0.1782554900999039,91221694
3bceb2fc8e19b296311594e20920c617c0f14acebbde61bd10ed83610d70d241,3bceb2fc8e19b296311594e20920c617c0f14acebbde61bd10ed83610d70d241,1.25248430625e-05,91221694
alexdem.near,alexdem.near,0.003411963156980018,91221695
relay.aurora,relay.aurora,0.18865246590154222,91221695
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221695
sweat_welcome.near,sweat_welcome.near,5.130383935839188e-06,91221695
46b166757f4e85ea7aa15a796f4a4012164067207540c4095755add3c37974eb,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,174.1997615566564,91221696
gloriafoster.near,gloriafoster.near,0.006105879393838448,91221696
app.nearcrowd.near,app.nearcrowd.near,0.0676124715961606,91221697
relay.aurora,relay.aurora,0.18788890919408097,91221697
46b166757f4e85ea7aa15a796f4a4012164067207540c4095755add3c37974eb,46b166757f4e85ea7aa15a796f4a4012164067207540c4095755add3c37974eb,1.25248430625e-05,91221697
200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,0.010780657751621896,91221697
app.nearcrowd.near,app.nearcrowd.near,0.06768410001064865,91221698
relay.aurora,relay.aurora,0.1886740057149913,91221698
ekaterinappp.near,ekaterinappp.near,0.003424991421017918,91221699
relay.aurora,relay.aurora,0.18866098008972332,91221699
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221699
200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,0.0038839461311186156,91221699
c8ef9a688ce2ec4493ac16de51f63d87a4134c34ea761d2bcd300bc58bb40426,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,13.0470750104625,91221700
be1f5081f5189f042b31515b6617b17662bf0d564743b8d4b05685f0518b8f9d,be1f5081f5189f042b31515b6617b17662bf0d564743b8d4b05685f0518b8f9d,0.0013896793529582555,91221700
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,a6a5aaad093705a33cea49a11f957b4865b948aba01687b2c2980f06d673ca61,0.001,91221701
relay.aurora,relay.aurora,0.18821032215415806,91221701
c8ef9a688ce2ec4493ac16de51f63d87a4134c34ea761d2bcd300bc58bb40426,c8ef9a688ce2ec4493ac16de51f63d87a4134c34ea761d2bcd300bc58bb40426,1.25248430625e-05,91221701
48ba0a85ad25b9d80b8fa56044779a2c452141f50f3d10f2f9ccfc182bbd2fe5,48ba0a85ad25b9d80b8fa56044779a2c452141f50f3d10f2f9ccfc182bbd2fe5,0.0013896846185966554,91221701
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,1.25248430625e-05,91221702
b81918c4baf5ceac5da221eee5817e452d767ca51f955203aa6e2d46eda818a7,7ab66de99b71cf8893ffd64033f865d725cfb20ece7736f0aa933e2131e10f1d,0.04791,91221702
3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,0.0013896826439822555,91221702
b81918c4baf5ceac5da221eee5817e452d767ca51f955203aa6e2d46eda818a7,b81918c4baf5ceac5da221eee5817e452d767ca51f955203aa6e2d46eda818a7,1.25248430625e-05,91221703
4cdbea59bae82c944c3775ce94053b985b6071e7ed1873ab0c94ac1994a2dc88,4cdbea59bae82c944c3775ce94053b985b6071e7ed1873ab0c94ac1994a2dc88,0.0013915701108214104,91221703
relay.aurora,relay.aurora,0.18865246590154222,91221704
200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,200469f2939eb8ddb3b353b35426885dc81c943503a71f1d44f75a77e28b3235,0.003179960192210832,91221704
app.nearcrowd.near,app.nearcrowd.near,0.06756238355809542,91221705
ee04efee8025e9ac386d0b1b7890cfb02b4d39e8d50f8a10c24298b33f3b4eb1,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,2.7001650104625,91221705
ad7c3dd43b680275494dc515ddf46480d66b99400055d5402585f0b32487537e,ad7c3dd43b680275494dc515ddf46480d66b99400055d5402585f0b32487537e,0.0035340549650130565,91221706
ee04efee8025e9ac386d0b1b7890cfb02b4d39e8d50f8a10c24298b33f3b4eb1,ee04efee8025e9ac386d0b1b7890cfb02b4d39e8d50f8a10c24298b33f3b4eb1,1.25248430625e-05,91221706
a6a5aaad093705a33cea49a11f957b4865b948aba01687b2c2980f06d673ca61,a6a5aaad093705a33cea49a11f957b4865b948aba01687b2c2980f06d673ca61,0.0035844755521103277,91221706
relay.aurora,relay.aurora,0.18533730275063107,91221707
app.nearcrowd.near,app.nearcrowd.near,0.06768410001064865,91221708
86b890de7d537e04cb2b5cbc50a3678ad9b109c517f40beac9835ff05a412d5a,86b890de7d537e04cb2b5cbc50a3678ad9b109c517f40beac9835ff05a412d5a,0.0013924237311448461,91221708
5c33c6218d47e00ef229f60da78d0897e1ee9665312550b8afd5f9c7bc6957d2,4ffd4ab1c8ddb171076047dd0e7e7331680462b109a62d80e6af070a3b1a7622,30.59241159,91221709
ca0620f9a7c06ad60e01dc9346e9a822e3207a1ff820783b3fc6ae0237e97e4b,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.7333945004625,91221709
app.nearcrowd.near,app.nearcrowd.near,0.06768127316562672,91221710
ca0620f9a7c06ad60e01dc9346e9a822e3207a1ff820783b3fc6ae0237e97e4b,ca0620f9a7c06ad60e01dc9346e9a822e3207a1ff820783b3fc6ae0237e97e4b,1.25248430625e-05,91221710
tpor-1.near,tpor-1.near,0.003613726433215365,91221710
ad7c3dd43b680275494dc515ddf46480d66b99400055d5402585f0b32487537e,ad7c3dd43b680275494dc515ddf46480d66b99400055d5402585f0b32487537e,0.003540716267767418,91221711
relay.aurora,relay.aurora,0.18865246590154222,91221711
sweat_welcome.near,bfc579444374a4ecd80fcd675a423a2bdd2aedef838a260472169949c8d27efe,0.05,91221711
app.nearcrowd.near,app.nearcrowd.near,0.06768383707608233,91221712
sweat_welcome.near,sweat_welcome.near,1.25248430625e-05,91221712
sweat_welcome.near,sweat_welcome.near,0.00035,91221712
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,d49798e999d3f702fec91388bb725f5ba3eca2db1aba35f156a518c739c91cde,0.001,91221713
relay.aurora,relay.aurora,0.18821220087713406,91221713
opfilabs.near,opfilabs.near,0.1886867547048214,91221713
sweat_welcome.near,001fd48ab70f8d1e881f65297f12c190e66e74b7af94a856f85304aedbc8052c,0.05,91221713
6f0cf13b6462a8135e47e5b980a774b082ddae4a0ff2d169ab2d9586497812a3,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.7269370522482143,91221714
relay.aurora,relay.aurora,0.1886740057149913,91221714
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,1.25248430625e-05,91221714
3e5730fdac9381b691ec578019f1fa817b12a8ab62a9bf644f7365b761db4a7e,3e5730fdac9381b691ec578019f1fa817b12a8ab62a9bf644f7365b761db4a7e,0.0013915214977796555,91221714
january1992.near,january1992.near,0.003596435095081418,91221715
6f0cf13b6462a8135e47e5b980a774b082ddae4a0ff2d169ab2d9586497812a3,6f0cf13b6462a8135e47e5b980a774b082ddae4a0ff2d169ab2d9586497812a3,1.25248430625e-05,91221715
npo-aurora.near,npo-aurora.near,0.006223562581046543,91221715
app.nearcrowd.near,app.nearcrowd.near,0.0676886235325585,91221717
sweat_welcome.near,ec00fcc1849bffaa88e3ec8ca23d0ec7594dfcf8aaa1ec0d7acc1d59b6b077f5,0.05,91221717
sinrise.near,sinrise.near,0.013194206918409564,91221718
relay.aurora,relay.aurora,0.18789474292791117,91221718
sweat_welcome.near,sweat_welcome.near,1.25248430625e-05,91221718
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221718
2ba3aa3725fa29973d54bf693365208e9e7f89804f8295baaf50fab049732b50,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.72544564,91221719
relay.aurora,relay.aurora,0.18865246590154222,91221719
aurora-silo-demo.near,aurora-silo-demo.near,0.1902378315371922,91221719
jfdidxcj4adxqu6i.near,jfdidxcj4adxqu6i.near,0.0182341019225325,91221719
2ba3aa3725fa29973d54bf693365208e9e7f89804f8295baaf50fab049732b50,2ba3aa3725fa29973d54bf693365208e9e7f89804f8295baaf50fab049732b50,1.25248430625e-05,91221720
fb7602061b4b32483ec1de3537f6d11ee236c091c8b8e70727b9a2396d5d6059,fb7602061b4b32483ec1de3537f6d11ee236c091c8b8e70727b9a2396d5d6059,0.0013942560851698462,91221720
relay.aurora,relay.aurora,0.18866381558269082,91221721
sweat_welcome.near,2b8169b1d11bb3ca8c4f0606fd511c7a1171ac24384e2a7f5409ac68f9bbc601,0.05,91221721
50b0c65183a6f87952f87a44421267497ee2e3a9a2a9776d53f4fae329f2388c,7ab66de99b71cf8893ffd64033f865d725cfb20ece7736f0aa933e2131e10f1d,0.04791,91221722
system,hooh_official.near,0.00182,91221722
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221722
5a3bf281ec4369fedd5ad0a85fe8154d022b59bf72a974499d676b06cf71c500,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.69791,91221723
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221723
app.nearcrowd.near,app.nearcrowd.near,0.06768381084257238,91221724
5a3bf281ec4369fedd5ad0a85fe8154d022b59bf72a974499d676b06cf71c500,5a3bf281ec4369fedd5ad0a85fe8154d022b59bf72a974499d676b06cf71c500,1.25248430625e-05,91221724
b02d69e7ce0eeff93f1c0d0d47a426ba26877b7e2a045c4fe69c855b949a420f,b02d69e7ce0eeff93f1c0d0d47a426ba26877b7e2a045c4fe69c855b949a420f,0.0038839461311186156,91221724
3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,0.0013896826439822555,91221725
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,8fd1bbe5ff347ae734e9e0b28a135fb7c638707b13854f54732975690c8dcb09,0.001,91221726
1158ac1b-32fa-456f-8219-3d3ac3b3f392.feiyu.near,1158ac1b-32fa-456f-8219-3d3ac3b3f392.feiyu.near,0.002155153357662156,91221726
boiler4444.near,boiler4444.near,0.06928672277865544,91221726
kristinachirko.near,kristinachirko.near,0.003535159675831675,91221727
app.nearcrowd.near,app.nearcrowd.near,0.06768382602655708,91221728
relay.aurora,relay.aurora,0.18866096824203693,91221728
ce5779db46e13fb087b43c76182ff8e0e3b459b36fbe674d84495a523101b770,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.5534650104625,91221728
seensayer.near,seensayer.near,0.003535457088394616,91221729
relay.aurora,relay.aurora,0.18865246590154222,91221729
ce5779db46e13fb087b43c76182ff8e0e3b459b36fbe674d84495a523101b770,ce5779db46e13fb087b43c76182ff8e0e3b459b36fbe674d84495a523101b770,1.25248430625e-05,91221729
sob1kmain.near,pareng.near,0.10703145817194114,91221730
sbv2-authority.near,sbv2-authority.near,1.721107744776e-06,91221730
app.nearcrowd.near,app.nearcrowd.near,0.06758893501144489,91221731
perp.spin-fi.near,perp.spin-fi.near,0.1883780503476194,91221731
73ea3671c570009657175f1fec189021d21a635acfb1493975555cd8834b94c1,b3b3bccd6ceee15c1610421568a03b5dcff6d1672374840d4da2c38c15ba0109,0.5517795989875,91221732
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221732
2dd12c988c4a4e9a09903310872bc89ac4f62b08630c37a50cc63a09867688d6,2dd12c988c4a4e9a09903310872bc89ac4f62b08630c37a50cc63a09867688d6,1.25248430625e-05,91221733
relay.aurora,relay.aurora,0.1886740057149913,91221733
73ea3671c570009657175f1fec189021d21a635acfb1493975555cd8834b94c1,73ea3671c570009657175f1fec189021d21a635acfb1493975555cd8834b94c1,1.25248430625e-05,91221733
94108baaaf8f5fdfe12e058698b43344a024431b663d0764e474085f1b19774a,94108baaaf8f5fdfe12e058698b43344a024431b663d0764e474085f1b19774a,0.0013896800111630554,91221733
app.nearcrowd.near,app.nearcrowd.near,0.06768250663467117,91221734
relay.aurora,relay.aurora,0.18821579753481307,91221734
hooh_official.near,hooh_official.near,1.25248430625e-05,91221734
app.nearcrowd.near,app.nearcrowd.near,0.06760717264163081,91221735
af2893582011343d7aec40e1ba570f0bfc1bbe202ed491bab1de3ececdf00f76,af2893582011343d7aec40e1ba570f0bfc1bbe202ed491bab1de3ececdf00f76,0.0013896872514158555,91221735
alrnst.near,alrnst.near,0.013198872017066942,91221736
8fd1bbe5ff347ae734e9e0b28a135fb7c638707b13854f54732975690c8dcb09,8fd1bbe5ff347ae734e9e0b28a135fb7c638707b13854f54732975690c8dcb09,0.0035858570894981277,91221736
seensayer.near,seensayer.near,0.003487336174839218,91221737
relay.aurora,relay.aurora,0.18836937298502088,91221737
boiler4444.near,boiler4444.near,0.005062457715908154,91221737
app.nearcrowd.near,app.nearcrowd.near,0.06768410001064865,91221738
relay.aurora,relay.aurora,0.18866096824203693,91221738
pob.ref-labs.near,pob.ref-labs.near,0.006105965865494048,91221738
yanacrowd.near,yanacrowd.near,0.0036196261351290923,91221739
7f9ef1ea27876a63c9b67b4254b5fc3101ed5de970f38640dc789a5b6816a6e7,7ab66de99b71cf8893ffd64033f865d725cfb20ece7736f0aa933e2131e10f1d,0.04791,91221740
relay.aurora,relay.aurora,0.18789667601589535,91221740
f17530bbf388fdabbf65b8a1b632838ae772dc13d6538848aeb1f7d9808ad0cc,f17530bbf388fdabbf65b8a1b632838ae772dc13d6538848aeb1f7d9808ad0cc,0.0031762517480351453,91221740
5c33c6218d47e00ef229f60da78d0897e1ee9665312550b8afd5f9c7bc6957d2,26893db4e8e2f77732c2a4aa3339d3b7ad7b1b830c36bca04bdb3387696bcbe9,2.99,91221741
5c33c6218d47e00ef229f60da78d0897e1ee9665312550b8afd5f9c7bc6957d2,5c33c6218d47e00ef229f60da78d0897e1ee9665312550b8afd5f9c7bc6957d2,1.25248430625e-05,91221742
aurora-silo-demo.near,aurora-silo-demo.near,0.1902378315371922,91221742
3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,3b16a3110c42686d63ae91d6a3e6c77a257536025ca19e31c8a63cffa7e42a6c,0.0013896826439822555,91221742
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,32129ff71172582cf8b8c5416bd7ea43cbc41ace923086dacc88178a3d2ae004,0.0015,91221743
tpor-1.near,tpor-1.near,0.003613707016173765,91221743
32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,32321118014239e6400ff018eef8f593aacbe93b7bc6f595ca02d2a791a2f440,1.25248430625e-05,91221744
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221744
app.nearcrowd.near,app.nearcrowd.near,0.06768250269532394,91221745
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221745
boiler4444.near,boiler4444.near,0.06928585205855303,91221745
eb3c2bfd6bf357f433be30292d78b23f948ee75f63baca2cc5f56cff1751c294,ee198bdb7fc5cd57d15b332199fa40cab607499bb87e4c03584ab5785b290f61,9.99,91221746
gloriafoster.near,gloriafoster.near,0.006105938879097248,91221746
relay.aurora,relay.aurora,0.1879707458506996,91221747
eb3c2bfd6bf357f433be30292d78b23f948ee75f63baca2cc5f56cff1751c294,eb3c2bfd6bf357f433be30292d78b23f948ee75f63baca2cc5f56cff1751c294,1.25248430625e-05,91221747
4cdbea59bae82c944c3775ce94053b985b6071e7ed1873ab0c94ac1994a2dc88,4cdbea59bae82c944c3775ce94053b985b6071e7ed1873ab0c94ac1994a2dc88,0.0013942156174124914,91221747
app.nearcrowd.near,app.nearcrowd.near,0.06756220187697942,91221748
relay.aurora,relay.aurora,0.18837346469397348,91221748
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,0.00011043022107742419,91221748
mytestapi.embr.playember_reserve.near,de24206f-6.embr.playember_reserve.near,0.0,91221748
app.nearcrowd.near,app.nearcrowd.near,0.06768410001064865,91221749
mytestapi.embr.playember_reserve.near,mytestapi.embr.playember_reserve.near,6.695476875e-07,91221749
kryptopatrik.near,kryptopatrik.near,300.04239,91221749
app.nearcrowd.near,b5cb933202fb45fccf9376549810c6f9bac50195b6d0c6d64b9a28ddf318b683,0.814,91221750
relay.aurora,relay.aurora,0.1886740057149913,91221750
8bedd1dac203731142c15ab5b0ff2273189f5c7cb5622c2fd9bf9ab0c437db11,8bedd1dac203731142c15ab5b0ff2273189f5c7cb5622c2fd9bf9ab0c437db11,0.0031781312114854314,91221750
app.nearcrowd.near,app.nearcrowd.near,0.00033654722573057575,91221751
app.nearcrowd.near,app.nearcrowd.near,1.799099722032525e-05,91221751
app.nearcrowd.near,app.nearcrowd.near,0.06768488416375178,91221752
e4090f0e36dbea21cd5a8aa219f9c0b7b07a19563cc48f3eda7110265a6889ca,e4090f0e36dbea21cd5a8aa219f9c0b7b07a19563cc48f3eda7110265a6889ca,0.18000768494086447,91221752
thesemenko.near,thesemenko.near,0.00651960851916511,91221752
